organisation_code,measure,value
NSANDI,MT_TS,0.86
NSANDI,LD_TS,0.66
NSANDI,IF_TS,0.78
NSANDI,RW_TS,0.75
NSANDI,PB_TS,0.39
NSANDI,LC_TS,0.6
NSANDI,HSE_INDEX,0.27
NSANDI,PERMA_INDEX,0.74
OFQUAL,RR,0.9
OFQUAL,EES,0.66
OFQUAL,MW_TS,0.78
OFQUAL,OP_TS,0.86
OFQUAL,LM_TS,0.75
OFQUAL,MT_TS,0.87
OFQUAL,LD_TS,0.52
OFQUAL,IF_TS,0.81
OFQUAL,RW_TS,0.77
OFQUAL,PB_TS,0.59
OFQUAL,LC_TS,0.61
OFQUAL,HSE_INDEX,0.25
OFQUAL,PERMA_INDEX,0.73
ORR,RR,0.82
ORR,EES,0.66
ORR,MW_TS,0.86
ORR,OP_TS,0.85
ORR,LM_TS,0.75
ORR,MT_TS,0.87
ORR,LD_TS,0.63
ORR,IF_TS,0.83
ORR,RW_TS,0.78
ORR,PB_TS,0.37
ORR,LC_TS,0.66
ORR,HSE_INDEX,0.23
ORR,PERMA_INDEX,0.75
OFGEM,RR,0.82
OFGEM,EES,0.65
OFGEM,MW_TS,0.79
OFGEM,OP_TS,0.83
OFGEM,LM_TS,0.73
OFGEM,MT_TS,0.84
OFGEM,LD_TS,0.53
OFGEM,IF_TS,0.83
OFGEM,RW_TS,0.7
OFGEM,PB_TS,0.31
OFGEM,LC_TS,0.56
OFGEM,HSE_INDEX,0.26
OFGEM,PERMA_INDEX,0.72
OFSTED,RR,0.84
OFSTED,EES,0.72
OFSTED,MW_TS,0.81
OFSTED,OP_TS,0.93
OFSTED,LM_TS,0.8
OFSTED,MT_TS,0.88
OFSTED,LD_TS,0.62
OFSTED,IF_TS,0.84
OFSTED,RW_TS,0.84
OFSTED,PB_TS,0.56
OFSTED,LC_TS,0.68
OFSTED,HSE_INDEX,0.23
OFSTED,PERMA_INDEX,0.78
AIB,RR,0.76
AIB,EES,0.67
AIB,MW_TS,0.78
AIB,OP_TS,0.86
AIB,LM_TS,0.74
AIB,MT_TS,0.81
AIB,LD_TS,0.56
AIB,IF_TS,0.84
AIB,RW_TS,0.8
AIB,PB_TS,0.53
AIB,LC_TS,0.66
AIB,HSE_INDEX,0.26
AIB,PERMA_INDEX,0.7
COPFS,RR,0.56
COPFS,EES,0.65
COPFS,MW_TS,0.79
COPFS,OP_TS,0.87
COPFS,LM_TS,0.68
COPFS,MT_TS,0.77
COPFS,LD_TS,0.49
COPFS,IF_TS,0.78
COPFS,RW_TS,0.72
COPFS,PB_TS,0.31
COPFS,LC_TS,0.47
COPFS,HSE_INDEX,0.29
COPFS,PERMA_INDEX,0.75
DS,RR,0.9
DS,EES,0.61
DS,MW_TS,0.7
DS,OP_TS,0.86
DS,LM_TS,0.67
DS,MT_TS,0.75
DS,LD_TS,0.47
DS,IF_TS,0.76
DS,RW_TS,0.7
DS,PB_TS,0.42
DS,LC_TS,0.45
DS,HSE_INDEX,0.32
DS,PERMA_INDEX,0.7
ES,RR,0.72
ES,EES,0.56
ES,MW_TS,0.72
ES,OP_TS,0.66
ES,LM_TS,0.71
ES,MT_TS,0.83
ES,LD_TS,0.5
ES,IF_TS,0.68
ES,RW_TS,0.66
ES,PB_TS,0.58
ES,LC_TS,0.37
ES,HSE_INDEX,0.31
ES,PERMA_INDEX,0.74
FLS,RR,0.7
FLS,EES,0.63
FLS,MW_TS,0.79
FLS,OP_TS,0.77
FLS,LM_TS,0.69
FLS,MT_TS,0.76
FLS,LD_TS,0.39
FLS,IF_TS,0.74
FLS,RW_TS,0.69
FLS,PB_TS,0.45
FLS,LC_TS,0.43
FLS,HSE_INDEX,0.29
FLS,PERMA_INDEX,0.73
FSS,RR,0.85
FSS,EES,0.7
FSS,MW_TS,0.78
FSS,OP_TS,0.92
FSS,LM_TS,0.74
FSS,MT_TS,0.81
FSS,LD_TS,0.66
FSS,IF_TS,0.8
FSS,RW_TS,0.82
FSS,PB_TS,0.48
FSS,LC_TS,0.65
FSS,HSE_INDEX,0.26
FSS,PERMA_INDEX,0.76
NRS,RR,0.61
NRS,EES,0.62
NRS,MW_TS,0.8
NRS,OP_TS,0.79
NRS,LM_TS,0.75
NRS,MT_TS,0.84
NRS,LD_TS,0.48
NRS,IF_TS,0.81
NRS,RW_TS,0.74
NRS,PB_TS,0.48
NRS,LC_TS,0.46
NRS,HSE_INDEX,0.27
NRS,PERMA_INDEX,0.73
OSCR,RR,0.72
OSCR,EES,0.51
OSCR,MW_TS,0.71
OSCR,OP_TS,0.82
OSCR,LM_TS,0.65
OSCR,MT_TS,0.78
OSCR,LD_TS,0.37
OSCR,IF_TS,0.61
OSCR,RW_TS,0.54
OSCR,PB_TS,0.53
OSCR,LC_TS,0.33
OSCR,HSE_INDEX,0.35
OSCR,PERMA_INDEX,0.66
ROS,RR,0.83
ROS,EES,0.66
ROS,MW_TS,0.78
ROS,OP_TS,0.88
ROS,LM_TS,0.74
ROS,MT_TS,0.87
ROS,LD_TS,0.48
ROS,IF_TS,0.85
ROS,RW_TS,0.81
ROS,PB_TS,0.62
ROS,LC_TS,0.56
ROS,HSE_INDEX,0.24
ROS,PERMA_INDEX,0.74
RS,RR,0.93
RS,EES,0.57
RS,MW_TS,0.69
RS,OP_TS,0.82
RS,LM_TS,0.79
RS,MT_TS,0.89
RS,LD_TS,0.51
RS,IF_TS,0.8
RS,RW_TS,0.7
RS,PB_TS,0.62
RS,LC_TS,0.57
RS,HSE_INDEX,0.27
RS,PERMA_INDEX,0.71
SAAS,RR,0.68
SAAS,EES,0.65
SAAS,MW_TS,0.77
SAAS,OP_TS,0.9
SAAS,LM_TS,0.78
SAAS,MT_TS,0.8
SAAS,LD_TS,0.54
SAAS,IF_TS,0.84
SAAS,RW_TS,0.82
SAAS,PB_TS,0.44
SAAS,LC_TS,0.64
SAAS,HSE_INDEX,0.25
SAAS,PERMA_INDEX,0.74
SCTS,RR,0.65
SCTS,EES,0.64
SCTS,MW_TS,0.72
SCTS,OP_TS,0.85
SCTS,LM_TS,0.64
SCTS,MT_TS,0.74
SCTS,LD_TS,0.51
SCTS,IF_TS,0.71
SCTS,RW_TS,0.72
SCTS,PB_TS,0.41
SCTS,LC_TS,0.48
SCTS,HSE_INDEX,0.32
SCTS,PERMA_INDEX,0.72
SF,RR,0.92
SF,EES,0.66
SF,MW_TS,0.8
SF,OP_TS,0.89
SF,LM_TS,0.71
SF,MT_TS,0.85
SF,LD_TS,0.39
SF,IF_TS,0.79
SF,RW_TS,0.71
SF,PB_TS,0.44
SF,LC_TS,0.6
SF,HSE_INDEX,0.27
SF,PERMA_INDEX,0.72
SG,RR,0.79
SG,EES,0.69
SG,MW_TS,0.83
SG,OP_TS,0.85
SG,LM_TS,0.77
SG,MT_TS,0.86
SG,LD_TS,0.59
SG,IF_TS,0.85
SG,RW_TS,0.76
SG,PB_TS,0.57
SG,LC_TS,0.58
SG,HSE_INDEX,0.25
SG,PERMA_INDEX,0.75
SHR,RR,0.84
SHR,EES,0.71
SHR,MW_TS,0.88
SHR,OP_TS,0.94
SHR,LM_TS,0.82
SHR,MT_TS,0.92
SHR,LD_TS,0.65
SHR,IF_TS,0.9
SHR,RW_TS,0.81
SHR,PB_TS,0.71
SHR,LC_TS,0.86
SHR,HSE_INDEX,0.2
SHR,PERMA_INDEX,0.76
SPPA,RR,0.73
SPPA,EES,0.49
SPPA,MW_TS,0.61
SPPA,OP_TS,0.58
SPPA,LM_TS,0.59
SPPA,MT_TS,0.72
SPPA,LD_TS,0.37
SPPA,IF_TS,0.61
SPPA,RW_TS,0.56
SPPA,PB_TS,0.4
SPPA,LC_TS,0.26
SPPA,HSE_INDEX,0.39
SPPA,PERMA_INDEX,0.66
SPS,RR,0.29
SPS,EES,0.59
SPS,MW_TS,0.68
SPS,OP_TS,0.76
SPS,LM_TS,0.53
SPS,MT_TS,0.67
SPS,LD_TS,0.44
SPS,IF_TS,0.63
SPS,RW_TS,0.69
SPS,PB_TS,0.35
SPS,LC_TS,0.37
SPS,HSE_INDEX,0.35
SPS,PERMA_INDEX,0.71
SSS,RR,0.77
SSS,EES,0.79
SSS,MW_TS,0.83
SSS,OP_TS,0.97
SSS,LM_TS,0.83
SSS,MT_TS,0.89
SSS,LD_TS,0.72
SSS,IF_TS,0.9
SSS,RW_TS,0.83
SSS,PB_TS,0.71
SSS,LC_TS,0.75
SSS,HSE_INDEX,0.21
SSS,PERMA_INDEX,0.78
TS,RR,0.77
TS,EES,0.68
TS,MW_TS,0.84
TS,OP_TS,0.86
TS,LM_TS,0.78
TS,MT_TS,0.86
TS,LD_TS,0.58
TS,IF_TS,0.87
TS,RW_TS,0.78
TS,PB_TS,0.52
TS,LC_TS,0.68
TS,HSE_INDEX,0.24
TS,PERMA_INDEX,0.74
SWNIO,RR,0.83
SWNIO,EES,0.7
SWNIO,MW_TS,0.83
SWNIO,OP_TS,0.9
SWNIO,LM_TS,0.78
SWNIO,MT_TS,0.9
SWNIO,LD_TS,0.49
SWNIO,IF_TS,0.86
SWNIO,RW_TS,0.77
SWNIO,PB_TS,0.45
SWNIO,LC_TS,0.71
SWNIO,HSE_INDEX,0.23
SWNIO,PERMA_INDEX,0.76
DFT,RR,0.86
DFT,EES,0.67
DFT,MW_TS,0.81
DFT,OP_TS,0.81
DFT,LM_TS,0.75
DFT,MT_TS,0.86
DFT,LD_TS,0.61
DFT,IF_TS,0.84
DFT,RW_TS,0.74
DFT,PB_TS,0.41
DFT,LC_TS,0.66
DFT,HSE_INDEX,0.25
DFT,PERMA_INDEX,0.73
DVLA,RR,0.6
DVLA,EES,0.63
DVLA,MW_TS,0.67
DVLA,OP_TS,0.81
DVLA,LM_TS,0.75
DVLA,MT_TS,0.8
DVLA,LD_TS,0.54
DVLA,IF_TS,0.77
DVLA,RW_TS,0.77
DVLA,PB_TS,0.41
DVLA,LC_TS,0.49
DVLA,HSE_INDEX,0.29
DVLA,PERMA_INDEX,0.71
DVSA,RR,0.88
DVSA,EES,0.62
DVSA,MW_TS,0.71
DVSA,OP_TS,0.79
DVSA,LM_TS,0.75
DVSA,MT_TS,0.81
DVSA,LD_TS,0.51
DVSA,IF_TS,0.77
DVSA,RW_TS,0.77
DVSA,PB_TS,0.26
DVSA,LC_TS,0.48
DVSA,HSE_INDEX,0.29
DVSA,PERMA_INDEX,0.74
MCA,RR,0.78
MCA,EES,0.68
MCA,MW_TS,0.78
MCA,OP_TS,0.83
MCA,LM_TS,0.75
MCA,MT_TS,0.83
MCA,LD_TS,0.51
MCA,IF_TS,0.77
MCA,RW_TS,0.73
MCA,PB_TS,0.37
MCA,LC_TS,0.53
MCA,HSE_INDEX,0.28
MCA,PERMA_INDEX,0.76
VCA,RR,0.84
VCA,EES,0.68
VCA,MW_TS,0.81
VCA,OP_TS,0.79
VCA,LM_TS,0.71
VCA,MT_TS,0.84
VCA,LD_TS,0.54
VCA,IF_TS,0.83
VCA,RW_TS,0.75
VCA,PB_TS,0.5
VCA,LC_TS,0.65
VCA,HSE_INDEX,0.25
VCA,PERMA_INDEX,0.74
UKEF,RR,0.89
UKEF,EES,0.71
UKEF,MW_TS,0.87
UKEF,OP_TS,0.95
UKEF,LM_TS,0.8
UKEF,MT_TS,0.89
UKEF,LD_TS,0.67
UKEF,IF_TS,0.85
UKEF,RW_TS,0.81
UKEF,PB_TS,0.37
UKEF,LC_TS,0.7
UKEF,HSE_INDEX,0.23
UKEF,PERMA_INDEX,0.78
UKSA_GROUP,RR,0.85
UKSA_GROUP,EES,0.71
UKSA_GROUP,MW_TS,0.79
UKSA_GROUP,OP_TS,0.85
UKSA_GROUP,LM_TS,0.74
UKSA_GROUP,MT_TS,0.85
UKSA_GROUP,LD_TS,0.63
UKSA_GROUP,IF_TS,0.85
UKSA_GROUP,RW_TS,0.79
UKSA_GROUP,PB_TS,0.41
UKSA_GROUP,LC_TS,0.61
UKSA_GROUP,HSE_INDEX,0.25
UKSA_GROUP,PERMA_INDEX,0.74
ONS,RR,0.85
ONS,EES,0.71
ONS,MW_TS,0.78
ONS,OP_TS,0.84
ONS,LM_TS,0.74
ONS,MT_TS,0.85
ONS,LD_TS,0.63
ONS,IF_TS,0.85
ONS,RW_TS,0.79
ONS,PB_TS,0.4
ONS,LC_TS,0.6
ONS,HSE_INDEX,0.25
ONS,PERMA_INDEX,0.74
UKSA,RR,0.94
UKSA,EES,0.78
UKSA,MW_TS,0.88
UKSA,OP_TS,0.94
UKSA,LM_TS,0.77
UKSA,MT_TS,0.92
UKSA,LD_TS,0.65
UKSA,IF_TS,0.91
UKSA,RW_TS,0.83
UKSA,PB_TS,0.5
UKSA,LC_TS,0.85
UKSA,HSE_INDEX,0.2
UKSA,PERMA_INDEX,0.77
OFWAT,RR,0.9
OFWAT,EES,0.72
OFWAT,MW_TS,0.83
OFWAT,OP_TS,0.86
OFWAT,LM_TS,0.75
OFWAT,MT_TS,0.89
OFWAT,LD_TS,0.53
OFWAT,IF_TS,0.86
OFWAT,RW_TS,0.78
OFWAT,PB_TS,0.47
OFWAT,LC_TS,0.71
OFWAT,HSE_INDEX,0.23
OFWAT,PERMA_INDEX,0.74
WG,RR,0.63
WG,EES,0.69
WG,MW_TS,0.84
WG,OP_TS,0.87
WG,LM_TS,0.76
WG,MT_TS,0.86
WG,LD_TS,0.54
WG,IF_TS,0.86
WG,RW_TS,0.79
WG,PB_TS,0.64
WG,LC_TS,0.62
WG,HSE_INDEX,0.24
WG,PERMA_INDEX,0.75
WRA,RR,0.91
WRA,EES,0.8
WRA,MW_TS,0.89
WRA,OP_TS,0.96
WRA,LM_TS,0.83
WRA,MT_TS,0.93
WRA,LD_TS,0.6
WRA,IF_TS,0.9
WRA,RW_TS,0.85
WRA,PB_TS,0.86
WRA,LC_TS,0.85
WRA,HSE_INDEX,0.19
WRA,PERMA_INDEX,0.79
DWP,RR,0.66
DWP,EES,0.63
DWP,MW_TS,0.73
DWP,OP_TS,0.87
DWP,LM_TS,0.7
DWP,MT_TS,0.83
DWP,LD_TS,0.6
DWP,IF_TS,0.79
DWP,RW_TS,0.76
DWP,PB_TS,0.4
DWP,LC_TS,0.53
DWP,HSE_INDEX,0.29
DWP,PERMA_INDEX,0.74
HSE,RR,0.78
HSE,EES,0.6
HSE,MW_TS,0.79
HSE,OP_TS,0.82
HSE,LM_TS,0.73
HSE,MT_TS,0.8
HSE,LD_TS,0.45
HSE,IF_TS,0.77
HSE,RW_TS,0.68
HSE,PB_TS,0.3
HSE,LC_TS,0.46
HSE,HSE_INDEX,0.29
HSE,PERMA_INDEX,0.73
CS_MEDIAN,B01,0.92
CS_MEDIAN,B02,0.84
CS_MEDIAN,B03,0.8
CS_MEDIAN,B04,0.64
CS_MEDIAN,B05,0.81
CS_MEDIAN,B06,0.84
CS_MEDIAN,B07,0.87
CS_MEDIAN,B08,0.76
CS_MEDIAN,B09,0.89
CS_MEDIAN,B10,0.86
CS_MEDIAN,B11,0.71
CS_MEDIAN,B12,0.81
CS_MEDIAN,B13,0.84
CS_MEDIAN,B14,0.72
CS_MEDIAN,B15,0.68
CS_MEDIAN,B16,0.72
CS_MEDIAN,B17,0.41
CS_MEDIAN,B18,0.88
CS_MEDIAN,B19,0.86
CS_MEDIAN,B20,0.8
CS_MEDIAN,B21,0.66
CS_MEDIAN,B22,0.52
CS_MEDIAN,B23,0.52
CS_MEDIAN,B24,0.52
CS_MEDIAN,B25,0.84
CS_MEDIAN,B26,0.89
CS_MEDIAN,B27,0.74
CS_MEDIAN,B28,0.8
CS_MEDIAN,B29,0.73
CS_MEDIAN,B30,0.79
CS_MEDIAN,B31,0.9
CS_MEDIAN,B32,0.76
CS_MEDIAN,B33,0.64
CS_MEDIAN,B34,0.72
CS_MEDIAN,B35,0.4
CS_MEDIAN,B36,0.47
CS_MEDIAN,B37,0.33
CS_MEDIAN,B38,0.76
CS_MEDIAN,B39,0.69
CS_MEDIAN,B40,0.6
CS_MEDIAN,B41,0.63
CS_MEDIAN,B42,0.44
CS_MEDIAN,B43,0.42
CS_MEDIAN,B44,0.71
CS_MEDIAN,B45,0.46
CS_MEDIAN,B46,0.54
CS_MEDIAN,B47,0.7
CS_MEDIAN,B48,0.66
CS_MEDIAN,B49,0.56
CS_MEDIAN,B50,0.58
CS_MEDIAN,B51,0.56
CS_MEDIAN,B52,0.57
CS_MEDIAN,B53,0.39
CS_MEDIAN,B54,0.91
CS_MEDIAN,B55,0.72
CS_MEDIAN,B56,0.72
CS_MEDIAN,B57,0.69
CS_MEDIAN,B58,0.8
CS_MEDIAN,B59,0.6
CS_MEDIAN,B60,0.76
CS_MEDIAN,C01_1,0.06
CS_MEDIAN,C01_2,0.12
CS_MEDIAN,C01_3,0.33
CS_MEDIAN,C01_4,0.48
CS_MEDIAN,D01,0.93
CS_MEDIAN,D02,0.68
CS_MEDIAN,D03,0.77
CS_MEDIAN,E01_YES,0.08
CS_MEDIAN,E03_YES,0.08
CS_MEDIAN,E05,0.39
CS_MEDIAN,E06_A,0.14
CS_MEDIAN,E06_B,0.38
CS_MEDIAN,E06_C,0.62
CS_MEDIAN,E06_D,0.31
CS_MEDIAN,W01,0.59
CS_MEDIAN,W02,0.67
CS_MEDIAN,W03,0.57
CS_MEDIAN,W04,0.44
CS_MEDIAN,J04B,0.69
CS_MEDIAN,W05,0.72
CS_MEDIAN,W07,0.05
CS_MEDIAN,W08,0.78
CS_MEAN,B01,0.9
CS_MEAN,B02,0.83
CS_MEAN,B03,0.78
CS_MEAN,B04,0.58
CS_MEAN,B05,0.73
CS_MEAN,B06,0.81
CS_MEAN,B07,0.84
CS_MEAN,B08,0.74
CS_MEAN,B09,0.85
CS_MEAN,B10,0.82
CS_MEAN,B11,0.69
CS_MEAN,B12,0.78
CS_MEAN,B13,0.81
CS_MEAN,B14,0.7
CS_MEAN,B15,0.66
CS_MEAN,B16,0.7
CS_MEAN,B17,0.43
CS_MEAN,B18,0.87
CS_MEAN,B19,0.84
CS_MEAN,B20,0.77
CS_MEAN,B21,0.67
CS_MEAN,B22,0.52
CS_MEAN,B23,0.57
CS_MEAN,B24,0.5
CS_MEAN,B25,0.82
CS_MEAN,B26,0.87
CS_MEAN,B27,0.7
CS_MEAN,B28,0.78
CS_MEAN,B29,0.7
CS_MEAN,B30,0.78
CS_MEAN,B31,0.87
CS_MEAN,B32,0.72
CS_MEAN,B33,0.64
CS_MEAN,B34,0.71
CS_MEAN,B35,0.36
CS_MEAN,B36,0.43
CS_MEAN,B37,0.31
CS_MEAN,B38,0.69
CS_MEAN,B39,0.63
CS_MEAN,B40,0.54
CS_MEAN,B41,0.56
CS_MEAN,B42,0.4
CS_MEAN,B43,0.37
CS_MEAN,B44,0.66
CS_MEAN,B45,0.39
CS_MEAN,B46,0.5
CS_MEAN,B47,0.64
CS_MEAN,B48,0.61
CS_MEAN,B49,0.54
CS_MEAN,B50,0.55
CS_MEAN,B51,0.52
CS_MEAN,B52,0.5
CS_MEAN,B53,0.37
CS_MEAN,B54,0.9
CS_MEAN,B55,0.69
CS_MEAN,B56,0.7
CS_MEAN,B57,0.69
CS_MEAN,B58,0.79
CS_MEAN,B59,0.6
CS_MEAN,B60,0.7
CS_MEAN,C01_1,0.06
CS_MEAN,C01_2,0.11
CS_MEAN,C01_3,0.28
CS_MEAN,C01_4,0.55
CS_MEAN,D01,0.91
CS_MEAN,D02,0.69
CS_MEAN,D03,0.72
CS_MEAN,E01_YES,0.1
CS_MEAN,E03_YES,0.09
CS_MEAN,E05,0.41
CS_MEAN,E06_A,0.14
CS_MEAN,E06_B,0.39
CS_MEAN,E06_C,0.62
CS_MEAN,E06_D,0.35
CS_MEAN,W01,0.59
CS_MEAN,W02,0.66
CS_MEAN,W03,0.57
CS_MEAN,W04,0.44
CS_MEAN,J04B,0.69
CS_MEAN,W05,0.7
CS_MEAN,W07,0.06
CS_MEAN,W08,0.76
AGO,B01,0.94
AGO,B02,0.79
AGO,B03,0.78
AGO,B04,0.66
AGO,B05,0.77
AGO,B06,0.85
AGO,B07,0.91
AGO,B08,0.83
AGO,B09,0.89
AGO,B10,0.87
AGO,B11,0.79
AGO,B12,0.85
AGO,B13,0.83
AGO,B14,0.7
AGO,B15,0.74
AGO,B16,0.68
AGO,B17,0.53
AGO,B18,0.81
AGO,B19,0.81
AGO,B20,0.83
AGO,B21,0.66
AGO,B22,0.43
AGO,B23,0.53
AGO,B24,0.55
AGO,B25,0.81
AGO,B26,0.85
AGO,B27,0.64
AGO,B28,0.74
AGO,B29,0.83
AGO,B30,0.79
AGO,B31,0.91
AGO,B32,0.83
AGO,B33,0.7
AGO,B34,0.7
AGO,B35,0.26
AGO,B36,0.32
AGO,B37,0.23
AGO,B38,0.87
AGO,B39,0.83
AGO,B40,0.66
AGO,B41,0.79
AGO,B42,0.64
AGO,B43,0.57
AGO,B44,0.89
AGO,B45,0.66
AGO,B46,0.64
AGO,B47,0.72
AGO,B48,0.74
AGO,B49,0.57
AGO,B50,0.68
AGO,B51,0.64
AGO,B52,0.83
AGO,B53,0.66
AGO,B54,0.89
AGO,B55,0.74
AGO,B56,0.79
AGO,B57,0.72
AGO,B58,0.81
AGO,B59,0.66
AGO,B60,0.81
AGO,C01_1,0.15
AGO,C01_2,0.36
AGO,C01_3,0.4
AGO,C01_4,0.09
AGO,D01,0.98
AGO,D02,0.79
AGO,D03,0.77
AGO,E01_YES,0.06
AGO,E03_YES,0.06
AGO,E05,0
AGO,E06_A,0
AGO,E06_B,0
AGO,E06_C,0.33
AGO,E06_D,0
AGO,W01,0.62
AGO,W02,0.7
AGO,W03,0.62
AGO,W04,0.53
AGO,J04B,0.77
AGO,W05,0.8
AGO,W07,0.02
AGO,W08,0.83
CPS,B01,0.95
CPS,B02,0.9
CPS,B03,0.88
CPS,B04,0.61
CPS,B05,0.7
CPS,B06,0.91
CPS,B07,0.91
CPS,B08,0.76
CPS,B09,0.86
CPS,B10,0.82
CPS,B11,0.74
CPS,B12,0.81
CPS,B13,0.84
CPS,B14,0.75
CPS,B15,0.72
CPS,B16,0.76
CPS,B17,0.41
CPS,B18,0.88
CPS,B19,0.83
CPS,B20,0.7
CPS,B21,0.77
CPS,B22,0.66
CPS,B23,0.63
CPS,B24,0.57
CPS,B25,0.84
CPS,B26,0.88
CPS,B27,0.73
CPS,B28,0.82
CPS,B29,0.74
CPS,B30,0.86
CPS,B31,0.92
CPS,B32,0.74
CPS,B33,0.51
CPS,B34,0.61
CPS,B35,0.4
CPS,B36,0.51
CPS,B37,0.41
CPS,B38,0.76
CPS,B39,0.71
CPS,B40,0.66
CPS,B41,0.64
CPS,B42,0.46
CPS,B43,0.41
CPS,B44,0.69
CPS,B45,0.44
CPS,B46,0.51
CPS,B47,0.72
CPS,B48,0.68
CPS,B49,0.69
CPS,B50,0.66
CPS,B51,0.62
CPS,B52,0.6
CPS,B53,0.47
CPS,B54,0.9
CPS,B55,0.61
CPS,B56,0.7
CPS,B57,0.69
CPS,B58,0.84
CPS,B59,0.52
CPS,B60,0.75
CPS,C01_1,0.05
CPS,C01_2,0.06
CPS,C01_3,0.22
CPS,C01_4,0.67
CPS,D01,0.91
CPS,D02,0.66
CPS,D03,0.77
CPS,E01_YES,0.07
CPS,E03_YES,0.08
CPS,E05,0.41
CPS,E06_A,0.15
CPS,E06_B,0.39
CPS,E06_C,0.61
CPS,E06_D,0.27
CPS,W01,0.59
CPS,W02,0.69
CPS,W03,0.57
CPS,W04,0.41
CPS,J04B,0.69
CPS,W05,0.69
CPS,W07,0.05
CPS,W08,0.74
HMCPSI,B01,0.93
HMCPSI,B02,0.89
HMCPSI,B03,0.89
HMCPSI,B04,0.78
HMCPSI,B05,0.81
HMCPSI,B06,0.96
HMCPSI,B07,0.96
HMCPSI,B08,0.89
HMCPSI,B09,0.96
HMCPSI,B10,0.89
HMCPSI,B11,0.89
HMCPSI,B12,0.93
HMCPSI,B13,0.93
HMCPSI,B14,0.96
HMCPSI,B15,0.85
HMCPSI,B16,0.85
HMCPSI,B17,0.59
HMCPSI,B18,1
HMCPSI,B19,0.96
HMCPSI,B20,0.96
HMCPSI,B21,0.89
HMCPSI,B22,0.78
HMCPSI,B23,0.52
HMCPSI,B24,0.81
HMCPSI,B25,0.96
HMCPSI,B26,0.96
HMCPSI,B27,0.89
HMCPSI,B28,0.96
HMCPSI,B29,0.89
HMCPSI,B30,0.93
HMCPSI,B31,0.93
HMCPSI,B32,0.96
HMCPSI,B33,0.96
HMCPSI,B34,0.96
HMCPSI,B35,0.59
HMCPSI,B36,0.67
HMCPSI,B37,0.52
HMCPSI,B38,1
HMCPSI,B39,0.96
HMCPSI,B40,0.93
HMCPSI,B41,0.93
HMCPSI,B42,0.74
HMCPSI,B43,0.81
HMCPSI,B44,0.81
HMCPSI,B45,0.7
HMCPSI,B46,0.85
HMCPSI,B47,0.85
HMCPSI,B48,0.85
HMCPSI,B49,0.65
HMCPSI,B50,0.85
HMCPSI,B51,0.85
HMCPSI,B52,0.93
HMCPSI,B53,0.85
HMCPSI,B54,1
HMCPSI,B55,0.89
HMCPSI,B56,0.88
HMCPSI,B57,0.85
HMCPSI,B58,0.93
HMCPSI,B59,0.77
HMCPSI,B60,0.96
HMCPSI,C01_1,0
HMCPSI,C01_2,0.35
HMCPSI,C01_3,0.31
HMCPSI,C01_4,0.35
HMCPSI,D01,0.96
HMCPSI,D02,0.81
HMCPSI,D03,0.96
HMCPSI,E01_YES,0
HMCPSI,E03_YES,0
HMCPSI,E05,0
HMCPSI,E06_A,0
HMCPSI,E06_B,0
HMCPSI,E06_C,0
HMCPSI,E06_D,0
HMCPSI,W01,0.81
HMCPSI,W02,0.89
HMCPSI,W03,0.89
HMCPSI,W04,0.63
HMCPSI,J04B,0.93
HMCPSI,W05,0.92
HMCPSI,W07,0
HMCPSI,W08,0.93
SFO,B01,0.91
SFO,B02,0.74
SFO,B03,0.75
SFO,B04,0.55
SFO,B05,0.75
SFO,B06,0.84
SFO,B07,0.86
SFO,B08,0.73
SFO,B09,0.87
SFO,B10,0.81
SFO,B11,0.66
SFO,B12,0.79
SFO,B13,0.81
SFO,B14,0.62
SFO,B15,0.63
SFO,B16,0.65
SFO,B17,0.36
SFO,B18,0.81
SFO,B19,0.79
SFO,B20,0.69
SFO,B21,0.53
SFO,B22,0.45
SFO,B23,0.45
SFO,B24,0.53
SFO,B25,0.79
SFO,B26,0.85
SFO,B27,0.66
SFO,B28,0.74
SFO,B29,0.7
SFO,B30,0.76
SFO,B31,0.92
SFO,B32,0.67
SFO,B33,0.7
SFO,B34,0.77
SFO,B35,0.3
SFO,B36,0.29
SFO,B37,0.22
SFO,B38,0.66
SFO,B39,0.57
SFO,B40,0.48
SFO,B41,0.53
SFO,B42,0.32
SFO,B43,0.36
SFO,B44,0.66
SFO,B45,0.39
SFO,B46,0.39
SFO,B47,0.68
SFO,B48,0.55
SFO,B49,0.51
SFO,B50,0.52
SFO,B51,0.48
SFO,B52,0.47
SFO,B53,0.36
SFO,B54,0.86
SFO,B55,0.6
SFO,B56,0.65
SFO,B57,0.57
SFO,B58,0.75
SFO,B59,0.54
SFO,B60,0.64
SFO,C01_1,0.12
SFO,C01_2,0.21
SFO,C01_3,0.4
SFO,C01_4,0.27
SFO,D01,0.9
SFO,D02,0.66
SFO,D03,0.66
SFO,E01_YES,0.08
SFO,E03_YES,0.09
SFO,E05,0.32
SFO,E06_A,0.14
SFO,E06_B,0.36
SFO,E06_C,0.67
SFO,E06_D,0.38
SFO,W01,0.56
SFO,W02,0.63
SFO,W03,0.59
SFO,W04,0.43
SFO,J04B,0.75
SFO,W05,0.75
SFO,W07,0.04
SFO,W08,0.67
ACAS,B01,0.91
ACAS,B02,0.82
ACAS,B03,0.81
ACAS,B04,0.48
ACAS,B05,0.7
